Timestamp,Open,High,Low,Close,Volume,Atr,Adx,SAR,BB_upper,BB_middle,BB_lower
2025-07-01 13:45:00,147.61,148.31,147.43,148.29,8306.779,0.47,40.49,148.53,148.8,148.2,147.6
2025-07-01 13:50:00,148.29,148.51,148.19,148.43,22970.199,0.46,40.17,146.89,148.71,148.18,147.64
2025-07-01 13:55:00,148.43,148.43,148.15,148.34,12063.475,0.45,39.88,146.92,148.68,148.17,147.65
2025-07-01 14:00:00,148.34,148.57,148.15,148.33,14118.001,0.45,39.48,146.95,148.68,148.17,147.65
2025-07-01 14:05:00,148.34,149.01,148.34,148.99,16409.676,0.46,38.78,147.02,148.83,148.2,147.58
2025-07-01 14:10:00,148.99,149.03,148.61,148.97,16262.112,0.46,38.09,147.14,148.94,148.23,147.52
2025-07-01 14:15:00,148.97,149.29,148.58,148.77,16428.954,0.48,37.24,147.29,149.0,148.25,147.51
2025-07-01 14:20:00,148.77,148.81,148.15,148.26,11598.219,0.49,36.63,147.49,149.0,148.27,147.53
2025-07-01 14:25:00,148.27,148.4,147.16,147.63,24533.02,0.54,36.44,149.29,149.03,148.24,147.46
2025-07-01 14:30:00,147.64,148.0,147.56,147.65,11721.046,0.54,36.25,149.25,149.03,148.2,147.38
2025-07-01 14:35:00,147.66,147.99,147.24,147.32,12052.348,0.55,36.18,149.21,149.06,148.15,147.25
2025-07-01 14:40:00,147.32,147.34,146.24,146.83,53122.531,0.59,36.4,149.16,149.16,148.08,147.01
2025-07-01 14:45:00,146.83,146.92,146.34,146.77,20975.356,0.59,36.62,149.05,149.22,148.01,146.8
2025-07-01 14:50:00,146.76,147.13,146.73,147.1,10938.746,0.58,36.69,148.94,149.24,147.98,146.71
2025-07-01 14:55:00,147.09,147.31,146.97,147.23,6583.467,0.56,36.65,148.83,149.25,147.94,146.64
2025-07-01 15:00:00,147.22,147.45,146.99,147.41,9074.549,0.55,36.51,148.72,149.25,147.93,146.6
2025-07-01 15:05:00,147.4,147.62,146.89,147.07,8200.756,0.57,36.27,148.62,149.23,147.87,146.5
2025-07-01 15:10:00,147.08,147.09,146.8,147.0,6820.321,0.55,36.07,148.53,149.18,147.79,146.41
2025-07-01 15:15:00,147.0,147.33,146.98,147.32,9621.446,0.53,35.72,148.44,149.17,147.77,146.37
2025-07-01 15:20:00,147.32,147.47,147.2,147.34,7122.352,0.51,35.3,148.35,149.16,147.75,146.34
2025-07-01 15:25:00,147.35,147.58,147.34,147.4,5560.129,0.49,34.82,148.27,149.11,147.71,146.31
2025-07-01 15:30:00,147.4,147.83,147.34,147.77,8375.627,0.49,34.21,148.18,149.03,147.68,146.32
2025-07-01 15:35:00,147.78,147.85,147.14,147.31,23620.493,0.51,33.7,148.11,148.95,147.62,146.29
2025-07-01 15:40:00,147.31,147.31,146.87,146.99,6463.396,0.5,33.32,148.03,148.87,147.56,146.24
2025-07-01 15:45:00,146.99,147.27,146.97,147.18,5261.818,0.49,32.95,147.96,148.61,147.47,146.32
2025-07-01 15:50:00,147.18,147.35,147.15,147.23,3089.667,0.47,32.54,147.89,148.3,147.38,146.46
2025-07-01 15:55:00,147.22,147.35,147.14,147.22,3131.819,0.45,32.15,147.83,147.97,147.3,146.64
2025-07-01 16:00:00,147.22,147.34,147.12,147.13,4469.247,0.43,31.78,147.76,147.75,147.24,146.74
2025-07-01 16:05:00,147.12,147.66,147.06,147.66,7139.356,0.45,31.21,147.7,147.75,147.25,146.74
2025-07-01 16:10:00,147.66,147.9,147.63,147.84,13966.496,0.43,30.51,146.24,147.8,147.26,146.71
2025-07-01 16:15:00,147.85,147.89,147.57,147.68,7378.501,0.42,29.86,146.27,147.85,147.27,146.7
2025-07-01 16:20:00,147.67,147.76,147.5,147.74,6097.688,0.41,29.27,146.31,147.89,147.32,146.75
2025-07-01 16:25:00,147.74,147.97,147.73,147.93,6782.482,0.4,28.57,146.34,147.95,147.38,146.81
2025-07-01 16:30:00,147.92,148.19,147.75,148.17,5755.646,0.4,27.75,146.4,148.08,147.43,146.78
2025-07-01 16:35:00,148.17,148.17,147.82,147.82,7185.649,0.4,26.96,146.51,148.12,147.46,146.8
2025-07-01 16:40:00,147.83,147.97,147.72,147.93,5850.576,0.39,26.25,146.61,148.18,147.49,146.79
2025-07-01 16:45:00,147.94,147.94,147.54,147.87,8939.898,0.39,25.67,146.71,148.21,147.53,146.84
2025-07-01 16:50:00,147.88,148.13,147.73,148.1,5795.428,0.39,24.99,146.79,148.27,147.58,146.9
2025-07-01 16:55:00,148.1,148.36,147.85,148.33,11353.042,0.4,24.18,146.88,148.38,147.63,146.89
2025-07-01 17:00:00,148.33,148.4,147.72,147.76,8188.964,0.42,23.48,147.0,148.39,147.65,146.92
2025-07-01 17:05:00,147.76,148.0,147.75,147.86,5616.575,0.41,22.8,147.14,148.41,147.68,146.94
2025-07-01 17:10:00,147.85,148.13,147.73,148.04,8679.494,0.41,22.06,147.26,148.44,147.69,146.94
2025-07-01 17:15:00,148.03,148.17,147.97,148.15,4086.766,0.39,21.33,147.38,148.48,147.73,146.98
2025-07-01 17:20:00,148.16,148.38,148.08,148.37,8429.998,0.39,20.76,147.48,148.52,147.8,147.08
2025-07-01 17:25:00,148.37,148.45,147.95,148.01,8466.555,0.39,20.12,147.57,148.51,147.84,147.18
2025-07-01 17:30:00,148.01,148.04,147.66,147.74,6840.374,0.39,19.58,148.45,148.47,147.87,147.26
2025-07-01 17:35:00,147.73,147.87,147.69,147.85,4575.116,0.38,19.06,148.45,148.43,147.9,147.37
2025-07-01 17:40:00,147.86,148.12,147.81,147.99,6774.049,0.37,18.46,148.43,148.34,147.94,147.55
2025-07-01 17:45:00,147.99,148.03,147.66,147.68,7104.662,0.37,17.91,148.42,148.34,147.94,147.55
2025-07-01 17:50:00,147.69,147.84,147.6,147.72,4681.094,0.36,17.41,148.4,148.34,147.94,147.54
2025-07-01 17:55:00,147.71,147.92,147.62,147.92,4809.857,0.36,16.88,148.37,148.33,147.95,147.56
2025-07-01 18:00:00,147.92,147.93,147.65,147.67,5252.73,0.35,16.36,148.34,148.34,147.95,147.55
2025-07-01 18:05:00,147.67,147.69,147.45,147.49,3868.555,0.34,15.99,148.31,148.36,147.92,147.48
2025-07-01 18:10:00,147.49,147.67,147.41,147.53,5343.976,0.34,15.66,148.26,148.35,147.89,147.43
2025-07-01 18:15:00,147.53,147.54,147.2,147.26,6479.061,0.34,15.48,148.19,148.4,147.86,147.33
2025-07-01 18:20:00,147.26,147.26,146.88,146.99,8899.662,0.34,15.5,148.09,148.47,147.82,147.16
2025-07-01 18:25:00,146.99,147.08,146.87,147.0,5242.219,0.33,15.52,147.95,148.52,147.77,147.03
2025-07-01 18:30:00,147.0,147.18,146.88,146.92,8141.889,0.33,15.46,147.8,148.53,147.71,146.9
2025-07-01 18:35:00,146.93,147.05,146.82,147.02,4006.175,0.32,15.44,147.67,148.46,147.65,146.83
2025-07-01 18:40:00,147.03,147.04,146.78,146.88,9025.742,0.32,15.44,147.53,148.48,147.6,146.72
2025-07-01 18:45:00,146.89,146.91,146.45,146.54,11775.15,0.33,15.64,147.4,148.52,147.54,146.55
2025-07-01 18:50:00,146.53,146.69,146.26,146.48,11982.552,0.34,15.95,147.21,148.52,147.46,146.4
2025-07-01 18:55:00,146.47,146.53,145.5,146.01,50902.019,0.39,16.59,147.02,148.54,147.35,146.17
2025-07-01 19:00:00,146.0,146.03,145.45,146.0,21612.791,0.4,17.24,146.71,148.46,147.24,146.01
2025-07-01 19:05:00,146.0,146.47,146.0,146.42,11737.537,0.4,17.5,145.45,148.38,147.16,145.93
2025-07-01 19:10:00,146.42,146.7,146.41,146.6,6828.853,0.4,17.58,145.45,148.31,147.1,145.89
2025-07-01 19:15:00,146.59,146.69,146.22,146.28,8522.806,0.4,17.75,145.5,148.23,147.02,145.81
2025-07-01 19:20:00,146.28,146.55,146.22,146.54,5339.763,0.4,17.91,145.55,148.09,146.95,145.81
2025-07-01 19:25:00,146.54,146.58,146.37,146.49,6416.215,0.38,18.05,145.59,147.99,146.89,145.78
2025-07-01 19:30:00,146.48,146.53,145.91,145.94,14767.841,0.4,18.39,145.64,147.91,146.8,145.69
2025-07-01 19:35:00,145.93,146.11,145.47,145.47,35188.875,0.42,18.91,146.7,147.81,146.68,145.55
2025-07-01 19:40:00,145.47,145.76,145.33,145.7,15681.57,0.42,19.47,146.68,147.69,146.58,145.47
2025-07-01 19:45:00,145.7,146.0,145.7,145.95,8633.785,0.41,19.82,146.62,147.56,146.5,145.44
2025-07-01 19:50:00,145.96,145.99,145.79,145.89,4324.171,0.39,20.15,146.57,147.4,146.42,145.44
2025-07-01 19:55:00,145.89,145.89,145.46,145.46,8461.653,0.4,20.61,146.52,147.31,146.33,145.35
2025-07-01 20:00:00,145.46,145.56,144.85,145.19,60327.197,0.42,21.28,146.47,147.29,146.24,145.19
2025-07-01 20:05:00,145.19,145.62,145.19,145.37,11120.023,0.42,21.87,146.38,147.21,146.16,145.1
2025-07-01 20:10:00,145.37,145.63,145.29,145.57,5241.692,0.41,22.44,146.28,147.11,146.09,145.07
2025-07-01 20:15:00,145.56,146.03,145.56,145.97,4775.939,0.42,22.68,146.2,146.97,146.04,145.11
2025-07-01 20:20:00,145.97,146.13,145.96,146.12,7788.511,0.4,22.84,144.85,146.85,146.0,145.15
2025-07-01 20:25:00,146.12,146.28,146.11,146.27,3103.622,0.38,22.88,144.88,146.81,145.99,145.16
2025-07-01 20:30:00,146.28,146.48,146.22,146.45,3836.871,0.38,22.78,144.93,146.8,145.98,145.17
2025-07-01 20:35:00,146.46,146.67,146.45,146.59,4906.81,0.36,22.56,145.02,146.87,146.01,145.15
2025-07-01 20:40:00,146.6,146.6,146.45,146.51,3476.724,0.35,22.34,145.16,146.93,146.04,145.15
2025-07-01 20:45:00,146.52,146.68,146.51,146.56,4623.72,0.34,22.07,145.28,146.95,146.05,145.15
2025-07-01 20:50:00,146.55,146.68,146.42,146.61,4804.334,0.33,21.86,145.42,146.95,146.05,145.14
2025-07-01 20:55:00,146.61,146.68,146.45,146.45,2730.203,0.32,21.66,145.54,146.97,146.06,145.14
2025-07-01 21:00:00,146.44,146.48,146.3,146.42,3087.239,0.31,21.54,145.66,146.95,146.05,145.15
2025-07-01 21:05:00,146.42,146.42,146.02,146.22,9043.797,0.32,21.57,145.76,146.92,146.04,145.15
2025-07-01 21:10:00,146.21,146.35,146.13,146.3,3211.451,0.31,21.6,145.85,146.94,146.05,145.16
2025-07-01 21:15:00,146.3,146.69,146.22,146.61,6144.062,0.32,21.37,145.93,146.99,146.11,145.23
2025-07-01 21:20:00,146.61,147.0,146.57,146.92,4860.193,0.33,20.93,146.03,147.1,146.17,145.25
2025-07-01 21:25:00,146.91,146.91,146.62,146.68,6091.287,0.33,20.5,146.16,147.15,146.21,145.26
2025-07-01 21:30:00,146.67,146.73,146.59,146.61,4328.438,0.32,20.11,146.28,147.19,146.24,145.3
2025-07-01 21:35:00,146.62,146.67,146.52,146.6,3261.517,0.3,19.77,146.38,147.19,146.3,145.41
2025-07-01 21:40:00,146.6,146.7,146.45,146.56,4061.575,0.3,19.48,147.0,147.1,146.37,145.64
2025-07-01 21:45:00,146.56,146.65,146.36,146.63,2954.743,0.3,19.26,146.99,147.01,146.43,145.85
2025-07-01 21:50:00,146.62,146.77,146.5,146.54,3533.406,0.3,18.96,146.96,146.9,146.48,146.06
2025-07-01 21:55:00,146.55,146.59,146.41,146.51,5242.194,0.29,18.72,146.94,146.86,146.51,146.16
2025-07-01 22:00:00,146.51,146.85,146.3,146.79,5754.314,0.31,18.29,146.92,146.86,146.54,146.22
2025-07-01 22:05:00,146.78,146.85,146.22,146.38,2917.902,0.33,17.92,146.88,146.85,146.55,146.24
2025-07-01 22:10:00,146.38,146.81,146.3,146.72,10266.815,0.34,17.57,146.85,146.87,146.56,146.25
2025-07-01 22:15:00,146.73,146.83,146.72,146.79,2350.388,0.33,17.21,146.22,146.9,146.57,146.24
2025-07-01 22:20:00,146.8,146.86,146.64,146.67,1751.604,0.32,16.92,146.23,146.91,146.58,146.25
2025-07-01 22:25:00,146.66,146.73,146.56,146.56,2080.042,0.31,16.7,146.26,146.91,146.58,146.25
2025-07-01 22:30:00,146.56,146.95,146.54,146.94,2130.17,0.32,16.3,146.28,146.96,146.6,146.23
2025-07-01 22:35:00,146.95,147.02,146.82,146.83,2199.404,0.31,15.86,146.32,146.99,146.61,146.24
2025-07-01 22:40:00,146.82,146.96,146.77,146.93,2505.181,0.3,15.47,146.38,147.03,146.64,146.25
2025-07-01 22:45:00,146.93,146.99,146.85,146.94,1894.152,0.29,15.07,146.43,147.03,146.68,146.32
2025-07-01 22:50:00,146.94,146.99,146.85,146.97,3542.133,0.28,14.69,146.48,147.04,146.71,146.38
2025-07-01 22:55:00,146.97,147.0,146.67,146.72,3702.696,0.28,14.45,146.52,147.05,146.71,146.38
2025-07-01 23:00:00,146.73,146.75,146.4,146.42,3041.41,0.29,14.43,147.02,147.03,146.69,146.35
2025-07-01 23:05:00,146.42,146.63,146.36,146.57,2814.038,0.28,14.43,147.01,147.03,146.68,146.34
2025-07-01 23:10:00,146.57,146.64,146.3,146.51,5338.573,0.29,14.48,146.98,147.03,146.68,146.33
2025-07-01 23:15:00,146.51,146.79,146.51,146.57,6874.213,0.29,14.38,146.94,147.03,146.68,146.32
2025-07-01 23:20:00,146.57,146.7,146.56,146.59,3325.229,0.28,14.29,146.9,147.03,146.68,146.33
2025-07-01 23:25:00,146.59,146.67,146.5,146.63,1567.74,0.27,14.24,146.87,147.03,146.68,146.33
2025-07-01 23:30:00,146.63,146.76,146.63,146.74,1869.181,0.26,14.11,146.83,147.03,146.69,146.34
2025-07-01 23:35:00,146.74,146.79,146.62,146.64,1450.298,0.25,13.95,146.8,147.03,146.7,146.36
2025-07-01 23:40:00,146.64,146.76,146.62,146.76,2118.788,0.25,13.79,146.79,147.03,146.69,146.36
2025-07-01 23:45:00,146.76,146.89,146.75,146.88,2354.57,0.24,13.51,146.3,147.03,146.72,146.41
2025-07-01 23:50:00,146.87,146.91,146.77,146.89,5908.412,0.23,13.22,146.31,147.05,146.73,146.41
2025-07-01 23:55:00,146.88,146.96,146.86,146.88,3583.025,0.22,12.88,146.34,147.06,146.73,146.41
2025-07-02 00:00:00,146.87,146.95,146.71,146.95,9985.47,0.22,12.7,146.37,147.08,146.75,146.41
2025-07-02 00:05:00,146.95,146.97,146.75,146.86,4342.307,0.22,12.5,146.41,147.09,146.76,146.43
2025-07-02 00:10:00,146.85,147.03,146.77,147.03,2862.652,0.23,12.25,146.45,147.11,146.77,146.42
2025-07-02 00:15:00,147.03,147.31,146.96,147.31,6269.439,0.23,11.96,146.51,147.21,146.79,146.37
2025-07-02 00:20:00,147.31,147.43,147.24,147.27,6377.534,0.23,11.8,146.61,147.27,146.81,146.34
2025-07-02 00:25:00,147.27,147.48,147.18,147.37,4079.343,0.24,11.57,146.72,147.35,146.83,146.31
2025-07-02 00:30:00,147.36,147.53,147.3,147.48,2860.335,0.24,11.4,146.84,147.45,146.85,146.26
2025-07-02 00:35:00,147.49,147.5,147.14,147.17,3747.552,0.24,11.07,146.97,147.48,146.88,146.27
2025-07-02 00:40:00,147.18,147.34,147.17,147.25,3335.434,0.24,10.75,147.07,147.5,146.92,146.33
2025-07-02 00:45:00,147.25,147.25,146.74,146.82,4205.947,0.26,10.75,147.53,147.5,146.93,146.36
